Name	Year	Country Code	Country	 Region 	Europe	Continent	Access Number	Subtype
05FIGQ0025	2005	FI	Finland	NorthernEurope	Europe	Europe	GQ400025	C
03FIGQ9414	2003	FI	Finland	NorthernEurope	Europe	Europe	GQ399414	C
04FIGQ9408	2004	FI	Finland	NorthernEurope	Europe	Europe	GQ399408	C
05FIGQ9298	2005	FI	Finland	NorthernEurope	Europe	Europe	GQ399298	C
04FIGQ8837	2004	FI	Finland	NorthernEurope	Europe	Europe	GQ398837	C
98FRAJ0550	1998	FR	France	WesternEurope	Europe	Europe	AJ270550	C
99FRAJ8177	1999	FR	France	WesternEurope	Europe	Europe	AJ578177	C
01FRAJ7965	2001	FR	France	WesternEurope	Europe	Europe	AJ577965	C
01FRAJ7964	2001	FR	France	WesternEurope	Europe	Europe	AJ577964	C
02FRAJ7870	2002	FR	France	WesternEurope	Europe	Europe	AJ577870	C
99FRAJ7041	1999	FR	France	WesternEurope	Europe	Europe	AJ287041	C
03FRDQ8136	2003	FR	France	WesternEurope	Europe	Europe	DQ878136	C
97GAAY0617	1997	GA	Gabon	WestAfrica	WestAfrica	OtherAfrica	AY140617	C
03GBDQ9080	2003	GB	United Kingdom	WesternEurope	Europe	Europe	DQ879080	C
03GBDQ9070	2003	GB	United Kingdom	WesternEurope	Europe	Europe	DQ879070	C
05GBFJ3087	2005	GB	United Kingdom	WesternEurope	Europe	Europe	FJ653087	C
03GEDQ7941	2003	GE	Georgia	EasternEurope	Europe	Europe	DQ207941	C
08GQFN7338	2008	GQ	Equatorial Guinea	WestAfrica	WestAfrica	OtherAfrica	FN557338	C
03GRDQ8592	2003	GR	Greece	SouthernEurope	Europe	Europe	DQ878592	C
03GRDQ8534	2003	GR	Greece	SouthernEurope	Europe	Europe	DQ878534	C
04GRGQ9518	2004	GR	Greece	SouthernEurope	Europe	Europe	GQ399518	C
03HNEU2784	2003	HN	Honduras	CentralAmerica	CentralAmerica	America	EU312784	C
99ILAY5826	1999	IL	Israel	SouthernEurope	Europe	Europe	AY255826	C
99ILAY5825	1999	IL	Israel	SouthernEurope	Europe	Europe	AY255825	C
99ILAY5824	1999	IL	Israel	SouthernEurope	Europe	Europe	AY255824	C
99ILAY5823	1999	IL	Israel	SouthernEurope	Europe	Europe	AY255823	C
98ILAF6233	1998	IL	Israel	SouthernEurope	Europe	Europe	AF286233	C
06INEU4914	2006	IN	India	Asia	Asia	Asia	EU744914	C
06INEU4913	2006	IN	India	Asia	Asia	Asia	EU744913	C
08INFJ7442	2008	IN	India	Asia	Asia	Asia	FJ817442	C
08INFJ7435	2008	IN	India	Asia	Asia	Asia	FJ817435	C
08INGQ6416	2008	IN	India	Asia	Asia	Asia	GQ906416	C
08INGQ6409	2008	IN	India	Asia	Asia	Asia	GQ906409	C
07INFJ7488	2007	IN	India	Asia	Asia	Asia	FJ907488	C
07INFJ7469	2007	IN	India	Asia	Asia	Asia	FJ907469	C
07INFJ7466	2007	IN	India	Asia	Asia	Asia	FJ907466	C
07INGQ1861	2007	IN	India	Asia	Asia	Asia	GQ891861	C
09INHQ6682	2009	IN	India	Asia	Asia	Asia	HQ456682	C
09INHQ6680	2009	IN	India	Asia	Asia	Asia	HQ456680	C
09INHQ6679	2009	IN	India	Asia	Asia	Asia	HQ456679	C
09INHQ6678	2009	IN	India	Asia	Asia	Asia	HQ456678	C
10INHQ6676	2010	IN	India	Asia	Asia	Asia	HQ456676	C
10INHQ6675	2010	IN	India	Asia	Asia	Asia	HQ456675	C
09INHQ6674	2009	IN	India	Asia	Asia	Asia	HQ456674	C
09INHQ6673	2009	IN	India	Asia	Asia	Asia	HQ456673	C
09INHQ6672	2009	IN	India	Asia	Asia	Asia	HQ456672	C
08INHQ6671	2008	IN	India	Asia	Asia	Asia	HQ456671	C
09INHQ6670	2009	IN	India	Asia	Asia	Asia	HQ456670	C
08INHQ6669	2008	IN	India	Asia	Asia	Asia	HQ456669	C
08INHQ6668	2008	IN	India	Asia	Asia	Asia	HQ456668	C
08INHQ6667	2008	IN	India	Asia	Asia	Asia	HQ456667	C
99INAY9711	1999	IN	India	Asia	Asia	Asia	AY049711	C
99INAY9709	1999	IN	India	Asia	Asia	Asia	AY049709	C
99INAY9708	1999	IN	India	Asia	Asia	Asia	AY049708	C
93INAB3804	1993	IN	India	Asia	Asia	Asia	AB023804	C
03INEF9243	2003	IN	India	Asia	Asia	Asia	EF469243	C
94INAY3414	1994	IN	India	Asia	Asia	Asia	AY713414	C
94INAF7159	1994	IN	India	Asia	Asia	Asia	AF067159	C
93INAF7158	1993	IN	India	Asia	Asia	Asia	AF067158	C
93INAF7157	1993	IN	India	Asia	Asia	Asia	AF067157	C
95INAF7155	1995	IN	India	Asia	Asia	Asia	AF067155	C
93INAF7154	1993	IN	India	Asia	Asia	Asia	AF067154	C
07INFJ8970	2007	IN	India	Asia	Asia	Asia	FJ878970	C
07INFJ8969	2007	IN	India	Asia	Asia	Asia	FJ878969	C
07INFJ8968	2007	IN	India	Asia	Asia	Asia	FJ878968	C
07INFJ8967	2007	IN	India	Asia	Asia	Asia	FJ878967	C
07INFJ8966	2007	IN	India	Asia	Asia	Asia	FJ878966	C
07INFJ8965	2007	IN	India	Asia	Asia	Asia	FJ878965	C
07INFJ8964	2007	IN	India	Asia	Asia	Asia	FJ878964	C
07INFJ8963	2007	IN	India	Asia	Asia	Asia	FJ878963	C
07INFJ8962	2007	IN	India	Asia	Asia	Asia	FJ878962	C
07INFJ8961	2007	IN	India	Asia	Asia	Asia	FJ878961	C
07INFJ8960	2007	IN	India	Asia	Asia	Asia	FJ878960	C
07INFJ8959	2007	IN	India	Asia	Asia	Asia	FJ878959	C
07INFJ8958	2007	IN	India	Asia	Asia	Asia	FJ878958	C
07INFJ8957	2007	IN	India	Asia	Asia	Asia	FJ878957	C
07INFJ8956	2007	IN	India	Asia	Asia	Asia	FJ878956	C
07INFJ8955	2007	IN	India	Asia	Asia	Asia	FJ878955	C
07INFJ8953	2007	IN	India	Asia	Asia	Asia	FJ878953	C
07INFJ8952	2007	IN	India	Asia	Asia	Asia	FJ878952	C
07INFJ8951	2007	IN	India	Asia	Asia	Asia	FJ878951	C
07INFJ8950	2007	IN	India	Asia	Asia	Asia	FJ878950	C
07INFJ8949	2007	IN	India	Asia	Asia	Asia	FJ878949	C
07INFJ8948	2007	IN	India	Asia	Asia	Asia	FJ878948	C
07INFJ8947	2007	IN	India	Asia	Asia	Asia	FJ878947	C
07INFJ8946	2007	IN	India	Asia	Asia	Asia	FJ878946	C
07INFJ8945	2007	IN	India	Asia	Asia	Asia	FJ878945	C
07INFJ8944	2007	IN	India	Asia	Asia	Asia	FJ878944	C
07INFJ8943	2007	IN	India	Asia	Asia	Asia	FJ878943	C
07INFJ8942	2007	IN	India	Asia	Asia	Asia	FJ878942	C
07INFJ8941	2007	IN	India	Asia	Asia	Asia	FJ878941	C
07INFJ8940	2007	IN	India	Asia	Asia	Asia	FJ878940	C
07INFJ8939	2007	IN	India	Asia	Asia	Asia	FJ878939	C
07INFJ8938	2007	IN	India	Asia	Asia	Asia	FJ878938	C
07INFJ8937	2007	IN	India	Asia	Asia	Asia	FJ878937	C
07INEU3801	2007	IN	India	Asia	Asia	Asia	EU683801	C
06INEU3800	2006	IN	India	Asia	Asia	Asia	EU683800	C
07INEU3799	2007	IN	India	Asia	Asia	Asia	EU683799	C
07INEU3798	2007	IN	India	Asia	Asia	Asia	EU683798	C
07INEU3797	2007	IN	India	Asia	Asia	Asia	EU683797	C
07INEU3796	2007	IN	India	Asia	Asia	Asia	EU683796	C
07INEU3795	2007	IN	India	Asia	Asia	Asia	EU683795	C
08INEU3794	2008	IN	India	Asia	Asia	Asia	EU683794	C
07INEU3793	2007	IN	India	Asia	Asia	Asia	EU683793	C
07INEU3792	2007	IN	India	Asia	Asia	Asia	EU683792	C
07INEU3791	2007	IN	India	Asia	Asia	Asia	EU683791	C
07INEU3790	2007	IN	India	Asia	Asia	Asia	EU683790	C
06INEU3789	2006	IN	India	Asia	Asia	Asia	EU683789	C
07INEU3788	2007	IN	India	Asia	Asia	Asia	EU683788	C
07INEU3787	2007	IN	India	Asia	Asia	Asia	EU683787	C
07INEU3786	2007	IN	India	Asia	Asia	Asia	EU683786	C
06INEU3785	2006	IN	India	Asia	Asia	Asia	EU683785	C
06INEU3784	2006	IN	India	Asia	Asia	Asia	EU683784	C
06INEU3783	2006	IN	India	Asia	Asia	Asia	EU683783	C
06INEU3782	2006	IN	India	Asia	Asia	Asia	EU683782	C
06INEU3781	2006	IN	India	Asia	Asia	Asia	EU683781	C
05INEU3780	2005	IN	India	Asia	Asia	Asia	EU683780	C
07INEU3779	2007	IN	India	Asia	Asia	Asia	EU683779	C
07INEU3778	2007	IN	India	Asia	Asia	Asia	EU683778	C
07INEU3777	2007	IN	India	Asia	Asia	Asia	EU683777	C
06INEU3776	2006	IN	India	Asia	Asia	Asia	EU683776	C
07INEU3775	2007	IN	India	Asia	Asia	Asia	EU683775	C
05INEU3774	2005	IN	India	Asia	Asia	Asia	EU683774	C
06INEU3773	2006	IN	India	Asia	Asia	Asia	EU683773	C
06INEU3772	2006	IN	India	Asia	Asia	Asia	EU683772	C
07INEU3771	2007	IN	India	Asia	Asia	Asia	EU683771	C
07INEU3770	2007	IN	India	Asia	Asia	Asia	EU683770	C
06INEU3769	2006	IN	India	Asia	Asia	Asia	EU683769	C
06INEU3768	2006	IN	India	Asia	Asia	Asia	EU683768	C
06INEU3767	2006	IN	India	Asia	Asia	Asia	EU683767	C
06INEU3766	2006	IN	India	Asia	Asia	Asia	EU683766	C
06INEU3765	2006	IN	India	Asia	Asia	Asia	EU683765	C
07INEU3764	2007	IN	India	Asia	Asia	Asia	EU683764	C
07INEU3763	2007	IN	India	Asia	Asia	Asia	EU683763	C
07INEU3762	2007	IN	India	Asia	Asia	Asia	EU683762	C
07INEU3761	2007	IN	India	Asia	Asia	Asia	EU683761	C
07INEU3759	2007	IN	India	Asia	Asia	Asia	EU683759	C
07INEU3758	2007	IN	India	Asia	Asia	Asia	EU683758	C
07INEU3757	2007	IN	India	Asia	Asia	Asia	EU683757	C
07INEU3756	2007	IN	India	Asia	Asia	Asia	EU683756	C
07INEU3755	2007	IN	India	Asia	Asia	Asia	EU683755	C
07INEU3754	2007	IN	India	Asia	Asia	Asia	EU683754	C
07INEU3753	2007	IN	India	Asia	Asia	Asia	EU683753	C
07INEU3752	2007	IN	India	Asia	Asia	Asia	EU683752	C
06INEU4912	2006	IN	India	Asia	Asia	Asia	EU744912	C
06INEU0083	2006	IN	India	Asia	Asia	Asia	EU110083	C
07INEU0081	2007	IN	India	Asia	Asia	Asia	EU110081	C
06INEU0080	2006	IN	India	Asia	Asia	Asia	EU110080	C
06INEU0079	2006	IN	India	Asia	Asia	Asia	EU110079	C
06INEU0078	2006	IN	India	Asia	Asia	Asia	EU110078	C
06INEU0077	2006	IN	India	Asia	Asia	Asia	EU110077	C
06INEU0076	2006	IN	India	Asia	Asia	Asia	EU110076	C
06INEU0075	2006	IN	India	Asia	Asia	Asia	EU110075	C
06INEU0074	2006	IN	India	Asia	Asia	Asia	EU110074	C
06INEU0073	2006	IN	India	Asia	Asia	Asia	EU110073	C
06INEU0072	2006	IN	India	Asia	Asia	Asia	EU110072	C
06INEU0071	2006	IN	India	Asia	Asia	Asia	EU110071	C
06INEU0070	2006	IN	India	Asia	Asia	Asia	EU110070	C
06INEU0069	2006	IN	India	Asia	Asia	Asia	EU110069	C
05INEU0068	2005	IN	India	Asia	Asia	Asia	EU110068	C
05INEU0067	2005	IN	India	Asia	Asia	Asia	EU110067	C
05INEU0066	2005	IN	India	Asia	Asia	Asia	EU110066	C
05INEU0065	2005	IN	India	Asia	Asia	Asia	EU110065	C
05INEU0064	2005	IN	India	Asia	Asia	Asia	EU110064	C
05INEU0063	2005	IN	India	Asia	Asia	Asia	EU110063	C
05INEU0062	2005	IN	India	Asia	Asia	Asia	EU110062	C
05INEU0061	2005	IN	India	Asia	Asia	Asia	EU110061	C
05INEU0060	2005	IN	India	Asia	Asia	Asia	EU110060	C
05INEU0059	2005	IN	India	Asia	Asia	Asia	EU110059	C
05INEU0058	2005	IN	India	Asia	Asia	Asia	EU110058	C
05INEU0057	2005	IN	India	Asia	Asia	Asia	EU110057	C
05INEU0056	2005	IN	India	Asia	Asia	Asia	EU110056	C
05INEU0055	2005	IN	India	Asia	Asia	Asia	EU110055	C
05INEU0054	2005	IN	India	Asia	Asia	Asia	EU110054	C
05INEU0053	2005	IN	India	Asia	Asia	Asia	EU110053	C
05INEU6126	2005	IN	India	Asia	Asia	Asia	EU106126	C
07INEU6125	2007	IN	India	Asia	Asia	Asia	EU106125	C
05INEU6124	2005	IN	India	Asia	Asia	Asia	EU106124	C
07INEU6123	2007	IN	India	Asia	Asia	Asia	EU106123	C
07INEU6122	2007	IN	India	Asia	Asia	Asia	EU106122	C
07INEU6121	2007	IN	India	Asia	Asia	Asia	EU106121	C
06INEU6120	2006	IN	India	Asia	Asia	Asia	EU106120	C
06INEU6119	2006	IN	India	Asia	Asia	Asia	EU106119	C
06INEU6118	2006	IN	India	Asia	Asia	Asia	EU106118	C
06INEU6117	2006	IN	India	Asia	Asia	Asia	EU106117	C
07INEU7779	2007	IN	India	Asia	Asia	Asia	EU037779	C
06INEU7774	2006	IN	India	Asia	Asia	Asia	EU037774	C
06INEU7773	2006	IN	India	Asia	Asia	Asia	EU037773	C
07INEU7778	2007	IN	India	Asia	Asia	Asia	EU037778	C
07INEU7776	2007	IN	India	Asia	Asia	Asia	EU037776	C
05INEU0418	2005	IN	India	Asia	Asia	Asia	EU030418	C
07INEU0417	2007	IN	India	Asia	Asia	Asia	EU030417	C
05INEU0416	2005	IN	India	Asia	Asia	Asia	EU030416	C
06INEU0415	2006	IN	India	Asia	Asia	Asia	EU030415	C
05INEU0414	2005	IN	India	Asia	Asia	Asia	EU030414	C
06INEU0413	2006	IN	India	Asia	Asia	Asia	EU030413	C
06INEU0412	2006	IN	India	Asia	Asia	Asia	EU030412	C
06INEU0411	2006	IN	India	Asia	Asia	Asia	EU030411	C
05INEU0410	2005	IN	India	Asia	Asia	Asia	EU030410	C
08INEU1846	2008	IN	India	Asia	Asia	Asia	EU781846	C
08INEU1845	2008	IN	India	Asia	Asia	Asia	EU781845	C
08INEU1844	2008	IN	India	Asia	Asia	Asia	EU781844	C
08INEU1843	2008	IN	India	Asia	Asia	Asia	EU781843	C
08INEU1842	2008	IN	India	Asia	Asia	Asia	EU781842	C
08INEU1841	2008	IN	India	Asia	Asia	Asia	EU781841	C
07INEU1840	2007	IN	India	Asia	Asia	Asia	EU781840	C
07INEU1839	2007	IN	India	Asia	Asia	Asia	EU781839	C
07INEU1838	2007	IN	India	Asia	Asia	Asia	EU781838	C
07INEU1837	2007	IN	India	Asia	Asia	Asia	EU781837	C
07INEU1836	2007	IN	India	Asia	Asia	Asia	EU781836	C
07INEU1835	2007	IN	India	Asia	Asia	Asia	EU781835	C
07INEU1834	2007	IN	India	Asia	Asia	Asia	EU781834	C
05INEU8892	2005	IN	India	Asia	Asia	Asia	EU158892	C
05INEU8891	2005	IN	India	Asia	Asia	Asia	EU158891	C
05INEU8890	2005	IN	India	Asia	Asia	Asia	EU158890	C
05INEU8889	2005	IN	India	Asia	Asia	Asia	EU158889	C
05INEU8888	2005	IN	India	Asia	Asia	Asia	EU158888	C
05INEU8886	2005	IN	India	Asia	Asia	Asia	EU158886	C
05INEU8885	2005	IN	India	Asia	Asia	Asia	EU158885	C
05INEU8882	2005	IN	India	Asia	Asia	Asia	EU158882	C
05INEU8881	2005	IN	India	Asia	Asia	Asia	EU158881	C
05INEU8880	2005	IN	India	Asia	Asia	Asia	EU158880	C
05INEU8879	2005	IN	India	Asia	Asia	Asia	EU158879	C
05INEU8878	2005	IN	India	Asia	Asia	Asia	EU158878	C
05INEU8877	2005	IN	India	Asia	Asia	Asia	EU158877	C
05INEU8876	2005	IN	India	Asia	Asia	Asia	EU158876	C
05INEU8875	2005	IN	India	Asia	Asia	Asia	EU158875	C
05INEU8874	2005	IN	India	Asia	Asia	Asia	EU158874	C
05INEU8873	2005	IN	India	Asia	Asia	Asia	EU158873	C
05INEU8872	2005	IN	India	Asia	Asia	Asia	EU158872	C
05INEU8871	2005	IN	India	Asia	Asia	Asia	EU158871	C
05INEU8870	2005	IN	India	Asia	Asia	Asia	EU158870	C
05INEU8869	2005	IN	India	Asia	Asia	Asia	EU158869	C
05INEU8868	2005	IN	India	Asia	Asia	Asia	EU158868	C
05INEU8867	2005	IN	India	Asia	Asia	Asia	EU158867	C
05INEU8866	2005	IN	India	Asia	Asia	Asia	EU158866	C
05INEU8865	2005	IN	India	Asia	Asia	Asia	EU158865	C
05INEU4324	2005	IN	India	Asia	Asia	Asia	EU484324	C
05INEU4323	2005	IN	India	Asia	Asia	Asia	EU484323	C
05INEU4322	2005	IN	India	Asia	Asia	Asia	EU484322	C
05INEU7781	2005	IN	India	Asia	Asia	Asia	EU447781	C
05INEU7780	2005	IN	India	Asia	Asia	Asia	EU447780	C
05INEU7779	2005	IN	India	Asia	Asia	Asia	EU447779	C
05INEU7778	2005	IN	India	Asia	Asia	Asia	EU447778	C
05INEU7776	2005	IN	India	Asia	Asia	Asia	EU447776	C
04INDQ6621	2004	IN	India	Asia	Asia	Asia	DQ826621	C
04INDQ6629	2004	IN	India	Asia	Asia	Asia	DQ826629	C
04INDQ6668	2004	IN	India	Asia	Asia	Asia	DQ826668	C
04INDQ6667	2004	IN	India	Asia	Asia	Asia	DQ826667	C
04INDQ6665	2004	IN	India	Asia	Asia	Asia	DQ826665	C
04INDQ6663	2004	IN	India	Asia	Asia	Asia	DQ826663	C
04INDQ6662	2004	IN	India	Asia	Asia	Asia	DQ826662	C
04INDQ6660	2004	IN	India	Asia	Asia	Asia	DQ826660	C
04INDQ6659	2004	IN	India	Asia	Asia	Asia	DQ826659	C
04INDQ6658	2004	IN	India	Asia	Asia	Asia	DQ826658	C
04INDQ6657	2004	IN	India	Asia	Asia	Asia	DQ826657	C
04INDQ6656	2004	IN	India	Asia	Asia	Asia	DQ826656	C
04INDQ6655	2004	IN	India	Asia	Asia	Asia	DQ826655	C
04INDQ6653	2004	IN	India	Asia	Asia	Asia	DQ826653	C
04INDQ6652	2004	IN	India	Asia	Asia	Asia	DQ826652	C
04INDQ6651	2004	IN	India	Asia	Asia	Asia	DQ826651	C
04INDQ6649	2004	IN	India	Asia	Asia	Asia	DQ826649	C
04INDQ6647	2004	IN	India	Asia	Asia	Asia	DQ826647	C
04INDQ6646	2004	IN	India	Asia	Asia	Asia	DQ826646	C
04INDQ6645	2004	IN	India	Asia	Asia	Asia	DQ826645	C
04INDQ6644	2004	IN	India	Asia	Asia	Asia	DQ826644	C
04INDQ6643	2004	IN	India	Asia	Asia	Asia	DQ826643	C
04INDQ6642	2004	IN	India	Asia	Asia	Asia	DQ826642	C
04INDQ6641	2004	IN	India	Asia	Asia	Asia	DQ826641	C
04INDQ6640	2004	IN	India	Asia	Asia	Asia	DQ826640	C
04INDQ6639	2004	IN	India	Asia	Asia	Asia	DQ826639	C
04INDQ6638	2004	IN	India	Asia	Asia	Asia	DQ826638	C
04INDQ6637	2004	IN	India	Asia	Asia	Asia	DQ826637	C
04INDQ6636	2004	IN	India	Asia	Asia	Asia	DQ826636	C
04INDQ6635	2004	IN	India	Asia	Asia	Asia	DQ826635	C
04INDQ6633	2004	IN	India	Asia	Asia	Asia	DQ826633	C
04INDQ6632	2004	IN	India	Asia	Asia	Asia	DQ826632	C
04INDQ6631	2004	IN	India	Asia	Asia	Asia	DQ826631	C
04INDQ6630	2004	IN	India	Asia	Asia	Asia	DQ826630	C
04INDQ6628	2004	IN	India	Asia	Asia	Asia	DQ826628	C
04INDQ6627	2004	IN	India	Asia	Asia	Asia	DQ826627	C
04INDQ6626	2004	IN	India	Asia	Asia	Asia	DQ826626	C
04INDQ6625	2004	IN	India	Asia	Asia	Asia	DQ826625	C
04INDQ6624	2004	IN	India	Asia	Asia	Asia	DQ826624	C
04INDQ6623	2004	IN	India	Asia	Asia	Asia	DQ826623	C
04INDQ6622	2004	IN	India	Asia	Asia	Asia	DQ826622	C
04INDQ6620	2004	IN	India	Asia	Asia	Asia	DQ826620	C
04INDQ6619	2004	IN	India	Asia	Asia	Asia	DQ826619	C
04INDQ6617	2004	IN	India	Asia	Asia	Asia	DQ826617	C
04INDQ6616	2004	IN	India	Asia	Asia	Asia	DQ826616	C
04INDQ6615	2004	IN	India	Asia	Asia	Asia	DQ826615	C
04INDQ6614	2004	IN	India	Asia	Asia	Asia	DQ826614	C
04INDQ6613	2004	IN	India	Asia	Asia	Asia	DQ826613	C
04INDQ6612	2004	IN	India	Asia	Asia	Asia	DQ826612	C
04INDQ6611	2004	IN	India	Asia	Asia	Asia	DQ826611	C
04INDQ6609	2004	IN	India	Asia	Asia	Asia	DQ826609	C
04INDQ6607	2004	IN	India	Asia	Asia	Asia	DQ826607	C
04INDQ6606	2004	IN	India	Asia	Asia	Asia	DQ826606	C
04INDQ6605	2004	IN	India	Asia	Asia	Asia	DQ826605	C
04INDQ6603	2004	IN	India	Asia	Asia	Asia	DQ826603	C
04INDQ6602	2004	IN	India	Asia	Asia	Asia	DQ826602	C
04INDQ6601	2004	IN	India	Asia	Asia	Asia	DQ826601	C
04INDQ6600	2004	IN	India	Asia	Asia	Asia	DQ826600	C
04INDQ6599	2004	IN	India	Asia	Asia	Asia	DQ826599	C
04INDQ6598	2004	IN	India	Asia	Asia	Asia	DQ826598	C
04INDQ6597	2004	IN	India	Asia	Asia	Asia	DQ826597	C
04INDQ6596	2004	IN	India	Asia	Asia	Asia	DQ826596	C
04INEF6988	2004	IN	India	Asia	Asia	Asia	EF186988	C
04INEF6987	2004	IN	India	Asia	Asia	Asia	EF186987	C
04INEF6986	2004	IN	India	Asia	Asia	Asia	EF186986	C
04INEF6985	2004	IN	India	Asia	Asia	Asia	EF186985	C
04INEF6984	2004	IN	India	Asia	Asia	Asia	EF186984	C
04INEF6983	2004	IN	India	Asia	Asia	Asia	EF186983	C
04INEF6982	2004	IN	India	Asia	Asia	Asia	EF186982	C
04INEF6980	2004	IN	India	Asia	Asia	Asia	EF186980	C
04INEF6979	2004	IN	India	Asia	Asia	Asia	EF186979	C
04INEF6978	2004	IN	India	Asia	Asia	Asia	EF186978	C
04INEF6977	2004	IN	India	Asia	Asia	Asia	EF186977	C
04INEF6976	2004	IN	India	Asia	Asia	Asia	EF186976	C
04INEF6975	2004	IN	India	Asia	Asia	Asia	EF186975	C
04INEF6974	2004	IN	India	Asia	Asia	Asia	EF186974	C
04INEF6971	2004	IN	India	Asia	Asia	Asia	EF186971	C
04INEF6970	2004	IN	India	Asia	Asia	Asia	EF186970	C
04INEF6969	2004	IN	India	Asia	Asia	Asia	EF186969	C
04INEF6968	2004	IN	India	Asia	Asia	Asia	EF186968	C
04INEF6967	2004	IN	India	Asia	Asia	Asia	EF186967	C
04INEF6966	2004	IN	India	Asia	Asia	Asia	EF186966	C
04INEF6965	2004	IN	India	Asia	Asia	Asia	EF186965	C
04INEF6964	2004	IN	India	Asia	Asia	Asia	EF186964	C
04INEF6963	2004	IN	India	Asia	Asia	Asia	EF186963	C
04INEF6962	2004	IN	India	Asia	Asia	Asia	EF186962	C
04INEF6960	2004	IN	India	Asia	Asia	Asia	EF186960	C
04INEF6957	2004	IN	India	Asia	Asia	Asia	EF186957	C
04INEF6956	2004	IN	India	Asia	Asia	Asia	EF186956	C
04INEF6955	2004	IN	India	Asia	Asia	Asia	EF186955	C
04INEF6954	2004	IN	India	Asia	Asia	Asia	EF186954	C
04INEF6953	2004	IN	India	Asia	Asia	Asia	EF186953	C
04INEF6952	2004	IN	India	Asia	Asia	Asia	EF186952	C
04INEF6951	2004	IN	India	Asia	Asia	Asia	EF186951	C
04INEF6950	2004	IN	India	Asia	Asia	Asia	EF186950	C
04INEF6949	2004	IN	India	Asia	Asia	Asia	EF186949	C
04INEF6948	2004	IN	India	Asia	Asia	Asia	EF186948	C
04INEF6947	2004	IN	India	Asia	Asia	Asia	EF186947	C
04INEF6946	2004	IN	India	Asia	Asia	Asia	EF186946	C
04INEF6944	2004	IN	India	Asia	Asia	Asia	EF186944	C
04INEF6943	2004	IN	India	Asia	Asia	Asia	EF186943	C
04INEF6942	2004	IN	India	Asia	Asia	Asia	EF186942	C
04INEF6941	2004	IN	India	Asia	Asia	Asia	EF186941	C
04INEF6940	2004	IN	India	Asia	Asia	Asia	EF186940	C
04INEF6939	2004	IN	India	Asia	Asia	Asia	EF186939	C
04INEF6938	2004	IN	India	Asia	Asia	Asia	EF186938	C
04INEF6936	2004	IN	India	Asia	Asia	Asia	EF186936	C
04INEF6935	2004	IN	India	Asia	Asia	Asia	EF186935	C
04INEF6934	2004	IN	India	Asia	Asia	Asia	EF186934	C
04INEF6933	2004	IN	India	Asia	Asia	Asia	EF186933	C
04INEF6932	2004	IN	India	Asia	Asia	Asia	EF186932	C
04INEF6930	2004	IN	India	Asia	Asia	Asia	EF186930	C
04INEF6928	2004	IN	India	Asia	Asia	Asia	EF186928	C
04INEF6927	2004	IN	India	Asia	Asia	Asia	EF186927	C
04INEF6926	2004	IN	India	Asia	Asia	Asia	EF186926	C
02INAY7536	2002	IN	India	Asia	Asia	Asia	AY787536	C
02INAY7535	2002	IN	India	Asia	Asia	Asia	AY787535	C
02INAY7532	2002	IN	India	Asia	Asia	Asia	AY787532	C
02INAY7522	2002	IN	India	Asia	Asia	Asia	AY787522	C
02INAY7492	2002	IN	India	Asia	Asia	Asia	AY787492	C
99INAY6386	1999	IN	India	Asia	Asia	Asia	AY746386	C
99INAY6385	1999	IN	India	Asia	Asia	Asia	AY746385	C
01INAY6384	2001	IN	India	Asia	Asia	Asia	AY746384	C
01INAY6381	2001	IN	India	Asia	Asia	Asia	AY746381	C
00INAY6380	2000	IN	India	Asia	Asia	Asia	AY746380	C
00INAY6377	2000	IN	India	Asia	Asia	Asia	AY746377	C
99INAY6374	1999	IN	India	Asia	Asia	Asia	AY746374	C
01INAY6373	2001	IN	India	Asia	Asia	Asia	AY746373	C
99INAY6368	1999	IN	India	Asia	Asia	Asia	AY746368	C
01INAY6367	2001	IN	India	Asia	Asia	Asia	AY746367	C
00INAY6363	2000	IN	India	Asia	Asia	Asia	AY746363	C
02INAY6361	2002	IN	India	Asia	Asia	Asia	AY746361	C
00INAY9913	2000	IN	India	Asia	Asia	Asia	AY739913	C
00INAY9911	2000	IN	India	Asia	Asia	Asia	AY739911	C
98INAF6232	1998	IN	India	Asia	Asia	Asia	AF286232	C
98INAF6231	1998	IN	India	Asia	Asia	Asia	AF286231	C
94INAF6223	1994	IN	India	Asia	Asia	Asia	AF286223	C
00ITAY2167	2000	IT	Italy	SouthernEurope	Europe	Europe	AY372167	C
00ITAY2166	2000	IT	Italy	SouthernEurope	Europe	Europe	AY372166	C
00ITAY2165	2000	IT	Italy	SouthernEurope	Europe	Europe	AY372165	C
00ITAY0120	2000	IT	Italy	SouthernEurope	Europe	Europe	AY460120	C
00ITAY7432	2000	IT	Italy	SouthernEurope	Europe	Europe	AY377432	C
00ITAY7430	2000	IT	Italy	SouthernEurope	Europe	Europe	AY377430	C
00ITAY9514	2000	IT	Italy	SouthernEurope	Europe	Europe	AY359514	C
00ITAY9513	2000	IT	Italy	SouthernEurope	Europe	Europe	AY359513	C
05ITGQ9666	2005	IT	Italy	SouthernEurope	Europe	Europe	GQ399666	C
05ITGQ9122	2005	IT	Italy	SouthernEurope	Europe	Europe	GQ399122	C
04ITGQ8966	2004	IT	Italy	SouthernEurope	Europe	Europe	GQ398966	C
03ITFJ0696	2003	IT	Italy	SouthernEurope	Europe	Europe	FJ030696	C
